Date,Time,Topic,Message,Client ID
2025-01-10,10:16:05,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:16:05,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:16:05,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:16:05,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:16:09,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:16:22,home,WZ_MDR_94B97E15DCEB-D240,PythonMQTTClient
2025-01-10,10:17:03,home,WZ_4CR_8CAAB5CF47F1-K200,PythonMQTTClient
2025-01-10,10:17:21,home,WZ_MDR_94B97E15DCEB-K200,PythonMQTTClient
2025-01-10,10:20:07,home,WZ_MDR_94B97E15DCEB-S100,PythonMQTTClient
2025-01-10,10:20:07,home,WZ_4CR_8CAAB5CF47F1-R100,PythonMQTTClient
2025-01-10,10:20:07,home,WZ_4CR_8CAAB5CF47F1-R200,PythonMQTTClient
2025-01-10,10:22:03,home,WZ_4CR_8CAAB5CF47F1-K200,PythonMQTTClient
2025-01-10,10:22:21,home,WZ_MDR_94B97E15DCEB-K200,PythonMQTTClient
2025-01-10,10:27:03,home,WZ_4CR_8CAAB5CF47F1-K200,PythonMQTTClient
2025-01-10,10:27:21,home,WZ_MDR_94B97E15DCEB-K200,PythonMQTTClient
2025-01-10,10:28:54,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:28:54,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:28:54,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:28:54,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:29:39,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:29:42,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:29:45,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:29:49,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:29:54,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:29:59,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:02,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:08,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:11,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:15,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:18,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:21,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:24,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:28,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:31,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:43,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:46,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:49,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:53,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:57,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:30:59,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:31:03,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:31:08,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:31:31,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:31:35,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:31:43,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:32:03,home,WZ_4CR_8CAAB5CF47F1-K200,PythonMQTTClient
2025-01-10,10:32:03,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:32:21,home,WZ_MDR_94B97E15DCEB-K200,PythonMQTTClient
2025-01-10,10:32:26,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:32:26,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:32:26,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:32:27,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:32:28,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:32:56,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:33:00,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:04,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:09,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:14,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:18,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:29,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:33,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:35,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:38,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:43,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:49,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:51,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:34:55,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:35:47,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:36:32,setup,WZ_MDR_94B97E15DCEB-ST_ON00,PythonMQTTClient
2025-01-10,10:36:32,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:36:32,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:36:33,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:36:51,setup,WZ_MDR_94B97E15DCEB-ST_ON00,PythonMQTTClient
2025-01-10,10:36:51,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:36:52,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:36:52,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:37:03,home,WZ_4CR_8CAAB5CF47F1-K200,PythonMQTTClient
2025-01-10,10:37:21,home,WZ_MDR_94B97E15DCEB-K200,PythonMQTTClient
2025-01-10,10:37:38,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:37:43,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:37:43,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:37:43,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:37:43,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:37:45,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:00,setup,WZ_MDR_94B97E15DCEB-ST_ON00,PythonMQTTClient
2025-01-10,10:38:01,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:38:01,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:38:01,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:38:06,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:10,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:15,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:20,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:24,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:28,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:31,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:35,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:38,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:43,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:47,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:50,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:56,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:38:57,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:39:03,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:39:06,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:39:19,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:39:23,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:39:27,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:39:32,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:39:36,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:39:40,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:39:44,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:39:58,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:40:09,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:40:09,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:40:24,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:40:49,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:40:52,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:41:12,setup,WZ_MDR_94B97E15DCEB-ST_ON00,PythonMQTTClient
2025-01-10,10:41:12,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:41:13,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:41:13,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:42:15,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:42:48,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:42:52,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:43:07,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:43:20,setup,WZ_MDR_94B97E15DCEB-ST_ON00,PythonMQTTClient
2025-01-10,10:43:20,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:43:20,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:43:21,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:43:24,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:43:27,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:43:30,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:43:33,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:43:38,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:43:47,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:43:52,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:44:13,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:44:20,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:44:42,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:44:49,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:44:57,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:45:15,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:45:29,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:45:29,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:45:40,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:46:39,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:46:43,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:46:51,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:46:54,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:46:57,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:47:03,home,WZ_4CR_8CAAB5CF47F1-K200,PythonMQTTClient
2025-01-10,10:47:04,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:47:08,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:47:12,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:47:17,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:47:21,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:47:22,home,WZ_MDR_94B97E15DCEB-K200,PythonMQTTClient
2025-01-10,10:47:31,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:47:32,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:47:32,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:47:32,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:47:52,setup,WZ_MDR_94B97E15DCEB-ST_ON00,PythonMQTTClient
2025-01-10,10:47:53,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:47:53,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:47:53,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:48:00,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:48:07,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:48:10,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:48:48,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:48:54,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:49:09,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:49:24,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:49:32,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:49:33,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:49:46,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:50:35,setup,WZ_MDR_94B97E15DCEB-ST_ON00,PythonMQTTClient
2025-01-10,10:50:35,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:50:35,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:50:35,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:50:39,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:50:45,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:51:20,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:51:23,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:51:49,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:52:03,home,WZ_4CR_8CAAB5CF47F1-K200,PythonMQTTClient
2025-01-10,10:52:20,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:52:21,home,WZ_MDR_94B97E15DCEB-K200,PythonMQTTClient
2025-01-10,10:52:32,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:52:32,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:52:32,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:52:32,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:52:47,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:52:59,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:53:10,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:53:13,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:53:36,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:53:46,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:54:03,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:55:00,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:55:13,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:57:03,home,WZ_4CR_8CAAB5CF47F1-K200,PythonMQTTClient
2025-01-10,10:57:05,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:57:09,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:57:21,home,WZ_MDR_94B97E15DCEB-K200,PythonMQTTClient
2025-01-10,10:57:29,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:57:29,home,WZ_MDR_94B97E15DCEB-S101,PythonMQTTClient
2025-01-10,10:57:29,home,WZ_4CR_8CAAB5CF47F1-R101,PythonMQTTClient
2025-01-10,10:57:29,home,WZ_4CR_8CAAB5CF47F1-R201,PythonMQTTClient
2025-01-10,10:57:33,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
2025-01-10,10:57:47,home,WZ_MDR_94B97E15DCEB-S301,PythonMQTTClient
